clasificacion,texto
Verdadero,"ENGAÑOSOEl organismo incluyó al país en un listado de naciones que se encuentran en ambas situaciones, con respecto a las recomendaciones sobre lavado de activos y financiamiento del terrorismo."
Falso,Página 12: “Mejora la distribución del ingreso otro escalón”
Falso,"El diario puso en su tapa una nota sobre la mejora en la desigualdad, pero los datos que presenta no justifican el optimismo de la portada."
Falso,Alfonsín: “Somos el sexto país de América latina en inversión cuando antes disputábamos el primer lugar”
Falso,"VERDADERO, PERO...El candidato presidencial mencionó la evolución de la inversión extranjera en el país como un defecto de las políticas del Gobierno nacional. No está claro que se trate de un indicador pertinente para ponderar la salud económica del país."
Verdadero,Cabandié: “El país construyó en los últimos ocho años 1150 escuelas”
Verdadero,"VERDADERO, PERO...El candidato a legislador porteño defendió la política de infraestructura escolar del Gobierno nacional. Su frase es cierta si se consideran los establecimientos creados, pero no los edificios."
Verdadero,Binner: “El 80% de los trabajadores no está sindicalizado”
Verdadero,"EXAGERADOEl candidato socialista habló del sistema gremial argentino, pero se basó en datos que disminuyen su verdadera representatividad. "
Falso,La Nación: “La Argentina bajó el índice de calidad de sus instituciones”
Falso,"INSOSTENIBLEEl titular del diario se refiere a una medición realizada por la Fundación Libertad y Progreso, con resultados cuestionables.ADEMÁS...> El valor de los índices "
Falso,El Cronista: “El 40% de los trabajadores que entran al estado están precarizados”
Falso,DISCUTIBLEEl diario considera así a todos los empleados contratados temporalmente. Pero la diversidad de contratos estatales son variados y no todos implican precariedad.
Falso,Cristina Fernández: “Somos el Gobierno que más viviendas construyó en la historia de la Argentina”
Falso,"FALSOLa Presidenta destacó los logros en materia de vivienda social desde 2003, pero lo hizo con datos falsos.ADEMÁS...>Perón y las viviendas"
Falso,Iglesias: el Gobierno “le empató a Menem” en la reducción de la pobreza
Falso,"INSOSTENIBLEEl Diputado desestimó la reducción de la pobreza en el Gran Buenos Aires, comparándola con la salida de la crisis anterior, que habría sido más rápida. "
Falso,"Alfonsín: “En la década del ’80 circulaban doce trenes por día entre Buenos Aires y Mar del Plata, hoy sólo dos”"
Falso,"VERDADERO, PERO...El candidato radical se refirió así a la declinación del sistema interurbano de pasajeros, una tendencia que promete cambiar en caso de ser elegido. Puso como ejemplo una frecuencia diaria que se alcanzó en verano."
Verdadero,Obama: la economía global “se ha estabilizado y se está recuperando”
Verdadero,"APRESURADODurante un discurso en el Reino Unido, el presidente de los Estados Unidos se mostró optimista sobre la recuperación mundial. Los informes económicos, sin embargo, no lo respaldan."
Falso,La Nación: “La Argentina es el país más proteccionista del mundo”
Falso,"ENGAÑOSOEl diario publica una estadística según la cual el país sería el que más trabas a las importaciones pone, pero no está claro que sea así."
Falso,Filmus: cuando Kirchner asumió “parecía difícil que se iba a terminar con el 25% de desocupación”
Falso,FALSOEl candidato a jefe de Gobierno por el FPV remarcó la baja del desempleo como un logro de la gestión del ex presidente. Los números de la EPH reflejan una tasa menor que la mencionada como base.ADEMÁS...>Los cambios en la EPH
Falso,A. López: “El impacto de la Asignación Universal fue realmente muy importante”
Falso,"DISCUTIBLEEl sociólogo alabó los resultados de la Asignación Universal por Hijo, pero los estudios no son unánimes en cuanto a su impacto."
Falso,"Solanas: Macri sólo ejecutó “el 22% del presupuesto para viviendas, el 16% de hospitales y el 60% de educación”"
Falso,EXAGERADOEl candidato a jefe de Gobierno criticó la gestión actual y denunció la subutilización de los recursos para las áreas sociales.
Falso,Sileoni: “Los docentes de Santa Cruz perciben el salario más alto del sector en la Argentina”
Falso,"VERDADEROLos datos oficiales confirman la afirmación del ministro. La coparticipación federal y el costo de vida, dos variables para tener en cuenta en el ranking de los salarios."
Verdadero,Boudou: “Buenos Aires es la ciudad más desigual del país”
Verdadero,"FALSOEl ministro de Economía y precandidato a jefe de Gobierno utilizó ese término para hacer su evaluación sobre la Ciudad. Sin embargo, los índices referidos al tema dicen lo contrario."
Falso,Belocopitt: “La medicina prepaga es un seguro”
Falso,"DISCUTIBLEEl titular de Swiss Medical cuestionó así la ley que regula a las prepagas, diferenciándolas de otros seguros. Pero la salud no es un bien asegurable como otros."
Falso,Cristina Fernández: “La Argentina tiene el mejor salario mínimo vital y móvil de toda la región”
Falso,"VERDADERO, PERO…La Presidenta se felicitó por la participación de los trabajadores en la economía y resaltó el nivel del salario mínimo. Existen, sin embargo, otros factores relevantes para medir el bienestar de los asalariados."
Verdadero,"Según Guadagni, la matrícula primaria de escuelas públicas se redujo entre 2002 y 2009"
Verdadero,"VERDADERO, PERO...El columnista ejemplificó así la caída de la calidad educativa en las escuelas públicas, basándose en datos oficiales. Sin embargo, las últimas cifras no miden el efecto de la Asignación Universal por Hijo."
Verdadero,Clarín: “Aumentó el robo de ruedas por trabas a las importaciones”
Verdadero,INSOSTENIBLEEl diario se basa en fuentes anónimas para afirmar que las licencias aplicadas por el Ministerio de Industria influyen en el robo de autopartes.
Falso,Tiempo Argentino: “En el área metropolitana el 62% de los colectivos ya puede cobrar con SUBE”
Falso,ENGAÑOSOEl diario presentó con dudosos cálculos los avances en la implementación de la tarjeta electrónica. Un chequeo sugerido por Juan Pablo Varsky.
Falso,Cristina Fernández: Paraguay era “el primer país industrial de la región”
Falso,"DISCUTIBLESi bien el país era considerado uno de los estados más prósperos y fuertes de Latinoamérica antes de la guerra, los especialistas destacan que la actividad primaria era su verdadero motor."
Falso,Clarín: “El 40% de los argentinos gana menos de $800”
Falso,ENGAÑOSOEl diario confunde dos conceptos y hace parecer el ingreso medio en el país menor al que es realmente.
Falso,Cristina Fernández: “Somos el país con mayor desarrollo en empresas de biotecnología en toda América latina”
Falso,DISCUTIBLELa Presidenta se refirió así al sector empresarial ligado a la agrobiotecnología. Los especialistas debaten si Brasil desplazó o no a la Argentina en el primer lugar.
Falso,Tullio: “Este sistema [de voto electrónico] garantiza la transparencia y la imposibilidad de alterar el resultado”
Falso,"ENGAÑOSO El director electoral nacional declaró así su confianza en el voto computarizado de la provincia, pero el sistema no es la clave de la transparencia."
Falso,Sarkozy: “Para reducir los gases de efecto invernadero no hay 150 soluciones; está la nuclear”
Falso,"DISCUTIBLEEl presidente francés defendió la energía atómica después del desastre en Japón. La presentó como la única salida a los combustibles fósiles, aunque no hay consenso sobre el tema."
Falso,Gabriela Cerrutti: la Policía Metropolitana se creó “específicamente” para custodiar
Falso,"EXAGERADOLa legisladora de Nuevo Encuentro defendió así la decisión de la ministra Garré. Aquella no fue la única razón que originó la creación de la policía local. Pero no estaba lejos de ser una función pensada para una primera etapa, que no se cumplió."
Falso,Cristina Fernández: tenemos la brecha de desigualdad más pequeña desde 1974
Falso,"EXAGERADOLa Presidenta confía en haber reducido los niveles de desigualdad, sin embargo los datos no corroboran sus dichos. "
Falso,Alfonsín: “Hoy tenemos la misma cantidad de obreros industriales que en los ‘90”
Falso,"VERDADERO, PERO…A pedido de un lector, Chequeado.com verificó los dichos del precandidato presidencial acerca de la industrialización de la Argentina. Según los datos, está en lo cierto, aunque con ciertas observaciones."
Verdadero,La Nación: “Los hospitales públicos gastan un 10% de su presupuesto en los inmigrantes”
Verdadero,"INSOSTENIBLEEl diario afirma que el dato surge de ""diferentes informes"" que no cita ni menciona. Para los especialistas, no existen estudios que permitan chequear ese dato.ADEMÁS...>Igualdad y obligación de atenderlos"
Falso,Perfil: “Los proyectos que pidió Cristina al Congreso están frenados por los K”
Falso,"INSOSTENIBLEEl diario pretende destacar la supuesta contradicción entre los legisladores y el Ejecutivo. Pero ni el estado parlamentario de las iniciativas ni el contenido de la nota sostienen el titular. Para esta nota, Chequeado.com trabajó con la ONG Directorio Legislativo."
Falso,Alak: “La usurpación es un delito que corresponde a la Ciudad”
Falso,"DISCUTIBLEEl Gobierno nacional y el municipal se acusan mutuamente por la ocupación de predios y ninguno se hace cargo. La ley no ayuda, al no asignar responsables."
Falso,Macri: “Argentina es el país que menos aumentó sus exportaciones”
Falso,"VERDADEROEl jefe de Gobierno porteño criticó al Ejecutivo nacional y le reprochó que mientras otros países sudamericanos aprovechan la buena situación internacional, la Argentina se está quedando atrás. "
Verdadero,Perfil: en la Argentina se pagan más impuestos que en Suiza
Verdadero,"VERDADEROUn columnista de ese diario comparó a la Argentina con Suiza por su nivel de impuestos. Aunque los datos son válidos, la comparación es poco relevante."
Verdadero,"Para CFK, los precios internacionales son responsables de un 40% de la inflación"
Verdadero,"INSOSTENIBLELa Presidenta se refirió a la suba de precios al consumidor en el anuncio del Plan Estratégico Industrial, pero este aumento sólo sería cierto si las cifras del INDEC lo fueran."
Falso,"Grondona: aún existen dictadores como Correa, Morales, Ortega y Chávez"
Falso,FALSOEl columnista comparó a cuatro gobiernos democráticos de Ámerica Latina con los regímenes dictatoriales del mundo árabe.
Falso,"Según Bielsa, la administración Binner no logró “ningún impacto contra la pobreza”"
Falso,"DISCUTIBLELas últimas cifras del Instituto Provincial de Estadísticas abren un debate sobre la frase del precandidato, ya que la evolución de la pobreza y la indigencia fue diferente en los principales aglomerados de Santa Fe."
Falso,"Rodríguez Saá: “En San Luis, hemos logrado el pleno empleo”"
Falso,"VERDADEROEl gobernador provincial destacó el bajo nivel de desempleo que registra su gestión, un dato cierto. Sin embargo, contestando sobre otro tema (ver 1º recuadro) hizo una comparación falsa.ADEMÁS...>Los Rodríguez Saá y la perennidad en el poder>¿Qué es el ""pleno empleo""?"
Verdadero,Duhalde: “No hay ningún control con la gente que viene a nuestro país”
Verdadero,"INSOSTENIBLEEl ex presidente explicó así la presencia de narcotraficantes, ya que, según él, podrían pasar sin problemas. Aunque los controles fronterizos son similares a los de otros países."
Falso,Nilda Garré: “Hay una disminución de las tasas de criminalidad que teníamos”
Falso,"INSOSTENIBLELa ministra de Seguridad hizo un balance del despliegue de los 6000 gendarmes en la provincia de Buenos Aires. No existen, sin embargo, datos que avalen sus dichos."
Falso,Página 12 acusa a Duhalde por el accidente ferroviario en San Miguel
Falso,"ENGAÑOSOEl diario publica una nota en la que traza todas las relaciones del ex presidente dentro de la compañía de trenes, pero omite mencionar la responsabilidad de la Comisión Nacional de Regulación del Transporte."
Falso,"Para Clarín, el escrache es una “modalidad fascista”"
Falso,DISCUTIBLEEl diario desvirtúa el significado del término al presumir que dicho método fue utilizado por el movimiento que encabezó Mussolini entre 1922 y 1943.
Falso,Tomada: “Argentina tiene el nivel de trabajo registrado más alto de la historia”
Falso,"FALSOEl ministro de Trabajo se jactó de que durante esta gestión el trabajo en negro habría descendido a niveles récord, pero la historia lo desmiente. "
Falso,"Según Página 12, la UATRE es la principal responsable de la situación laboral en el campo"
Falso,"EngañosoEl diario culpa al titular del sindicato, Gerónimo Venegas, por las condiciones de irregularidad en el sector, pero olvida la responsabilidad que le cabe al Estado nacional.Además...>¿Quién es el responsable de las condiciones de empleo?"
Falso,Clarín: “Las principales importaciones fueron de combustibles”
Falso,FALSOEl matutino publicó un editorial en el que denuncia un aumento explosivo de importaciones. Pero las consideraciones que hace son falsas.
Falso,Felipe Solá: “En octubre de 2004 se produjo el último secuestro extorsivo en la provincia”
Falso,"FALSOEl ex gobernador defendió su gestión de seguridad provincial con un dato falso, aunque las estadísticas de delito mejoraron durante su mandato.Además...>“Fuimos bajando los niveles de inseguridad entre 2004 y 2007”"
Falso,"Para Boudou, no hay inflación sino “una gran dispersión de precios”"
Falso,FALSOEl titular del Palacio de Hacienda evitó mencionar el término. Pero su calificación se contrapone con los datos del INDEC y la definición de textos básicos de economía.
Falso,Timerman: Obama no viene porque la Argentina no quiere comprarle armas a EE.UU.
Falso,"INSOSTENIBLESegún el canciller, el viaje de Obama a Brasil y Chile está motivado por la venta de armas, pero no presenta ninguna prueba."
Falso,Cobos: “Usaría las reservas para hacer viviendas”
Falso,"ENGAÑOSOEl vicepresidente de la Nación prometió usar las reservas del Banco Central para construir viviendas, pero no aclaró como pagaría entonces la deuda externa."
Falso,Macri: en el mundo globalizado no se grava la renta financiera
Falso,"FalsoEl candidato del PRO justificó así su promesa de que no cobrará impuestos a las ganancias originadas a partir de bonos, intereses y acciones si llega a ser presidente. Pero su afirmación es errónea."
Falso,Débora Giorgi: “Las exportaciones industriales superan a las agropecuarias”
Falso,"EngañosoUna nota a partir de una observación del periodista Marcelo Zlotogwiazda: la ministra de Industria anunció que ingresa al país más dinero por la venta al exterior de manufacturas, que por productos del campo. Pero algunos datos pueden resultar confusos."
Falso,“Pino” Solanas: “[Argentina] es el único país de los grandes exportadores agroganaderos donde el Estado no interviene”
Falso,"DiscutibleEl diputado nacional por Proyecto Sur, criticó la falta de intervención del Estado en la actividad agrícola, obviando, por ejemplo, las acciones directas del Gobierno sobre la exportación. Además, citó ejemplos internacionales de manera incompleta"
Falso,Mariano Rajoy: “Sólo a Argentina se están marchando cada mes 1200 jóvenes a trabajar”
Falso,"FalsoEl líder de la oposición española intentó graficar la magnitud de la crisis económica de su país, pero con datos erróneos."
Falso,“La falta de billetes es el corralito de Cristina”
Falso,FalsoFrancisco de Narváez y Margarita Stolbizer compararon la actual escasez de efectivo con una de las consecuencias de la peor crisis financiera de la historia del país. Pero los dos episodios responden a coyunturas completamente distintas.
Falso,“La Argentina es el mejor país de Latinoamérica para vivir”
Falso,"InsostenibleNo es inusual que los diarios generen grandes titulares basados en estudios de dudosa o nula rigurosidad. El siguiente, es un buen ejemplo."
Falso,"Aníbal Fernández: “Desde el 2003, hemos creado 9 universidades”"
Falso,"VERDADERO, PEROEl jefe de Gabinete destacó la construcción de nuevas instituciones como uno de los logros más importantes de la política educativa. Pero quedan importantes deudas en cuanto a calidad educativa y planificación territorial."
Verdadero,"Clarín: “El Gobierno recorta el gasto en cloacas, escuelas y vivienda”"
Verdadero,"INSOSTENIBLEEl diario analiza un informe aún no publicado sobre gasto en infraestructura social, aunque omite datos y aclaraciones necesarias, lo que compromete la rigurosidad del artículo."
Falso,"“2010, un año marcado por las catástrofes”"
Falso,"ExageradoClarín y La Nación dedican espacio en sus portadas a las calamidades de la naturaleza que, dicen, este año han marcado un record. Pero los datos son confusos e inexactos."
Falso,Cristina Fernández: “Hemos aumentado la productividad un 5% anual”
Falso,"Verdadero, pero…La Presidenta destacó el incremento de esa variable clave para el crecimiento económico. Pero eso, en buena parte, se debe a procesos habituales relacionados con la salida de una crisis económica profunda, como la de 2001."
Verdadero,Clarín: “El aguinaldo se usará para pagar deudas y vacaciones”
Verdadero,"INSOSTENIBLEEl diario presenta una encuesta que sólo recoge la opinión de usuarios de un sitio de empleos, con serios problemas metodológicos, como si fuera representativa de la opinión pública en general."
Falso,Aníbal Fernández: “La Policía Federal no actúa en problemas sociales con armas de fuego desde julio de 2004”
Falso,"DiscutibleSegún lo que pudo comprobar Chequeado.com, la orden formal se dictó recién en 2006, aunque es cierto que existió una decisión previa de Néstor Kirchner en ese sentido e iniciativas similares desde 2002."
Falso,Duhalde: “Durante mi gobierno no hubo ni siquiera un herido por fuerzas nacionales”
Falso,"FALSOEl ex senador y ex presidente entre 2002 y 2003 se defendió de las acusaciones del Gobierno, de haber “apadrinado” los grupos violentos que provocaron los graves incidentes del Parque Indoamericano."
Falso,La Nación: la violencia que sufrió la prensa en Villa Soldati es “inédita”
Falso,"FALSOEl diario afirma que “por primera vez” los trabajadores de prensa son víctimas de agresiones físicas, ya sea de miembros de organizaciones sociales y sindicatos, como de las fuerzas policiales. Casos registrados en los últimos años muestran lo contrario."
Falso,Domínguez: “Este año vamos a tener una cosecha récord”
Falso,"VERDADERO, PERO…El titular de Agricultura anunció que por primera vez en la historia, el país superará las 100 millones de toneladas de granos. Sin embargo, se trata de proyecciones que no pueden medir con exactitud la influencia del clima."
Verdadero,"Filmus: “El Instituto de Vivienda porteño sólo ejecutó el 18,6% de su presupuesto anual”"
Verdadero,"VERDADEROLos dichos del senador oficialista fueron cotejados con un informe realizado en base a datos del organismo encargado de la política habitacional de la Ciudad, que los confirman."
Verdadero,"Macri: “Todos los días llegan entre 100 y 200 inmigrantes a la ciudad, que no sabemos quiénes son”"
Verdadero,"FALSOEl jefe de Gobierno porteño centró el conflicto de Villa Soldati en el problema de la inmigración, pero se equivocó con las cifras."
Falso,Página 12 y Tiempo Argentino: fuerte reducción de la pobreza en el país
Falso,"EngañosoLos dos diarios basaron sus afirmaciones en las cifras difundidas por el último informe de la Cepal. Sin embargo, omitieron informar que dicho informe se realizó con cifras del INDEC, actualmente cuestionadas."
Falso,"Cristina Fernández: la excesiva rentabilidad, producto de la concentración, puede provocar inflación"
Falso,"InsostenibleLa Presidenta acusó en parte a los ""sectores de concentración económica"" por la inflación. Sin embargo, sus afirmaciones carecen de sustento."
Falso,¿Es efectiva la castración química para evitar delitos sexuales?
Falso,"El tema se vuelve recurrente cada vez que se produce algún caso de resonancia. Sin embargo, no existen estudios serios que avalen el éxito del procedimiento."
Falso,Tiempo Argentino: “Cómo operan Clarín y Techint cuando nadie los ve”
Falso,"InsostenibleMás allá del título impactante, el artículo que abrió la portada de la edición del domingo no explica ni ofrece pruebas de lo denunciado."
Falso,¿La inseguridad se relaciona con que hay pocos presos?
Falso,"InsostenibleEn una nota publicada en La Nación, el economista Orlando Ferreres echa mano a las estadísticas para demostrar que la población carcelaria del país es baja. Pero las conclusiones son insostenibles."
Falso,Clarín: “Hay que trabajar medio año para el Estado”
Falso,"FALSOPese al impactante título, la idea no se sostiene ya que el análisis del diario adolece de errores metodológicos y basa la afirmación en un concepto técnico que tiene otro significado.Además...>Alta evasión>¿Es demasiado alta la presión fiscal en la Argentina?"
Falso,Vilma Ibarra: “Este fue uno de los peores años parlamentarios”
Falso,"DiscutibleSi bien es cierto que la productividad del Parlamento fue baja en término de número de leyes sancionadas, nada dice sobre la importancia de algunas normas."
Falso,Clarín fuerza datos para desmentir a Boudou
Falso,INSOSTENIBLEEl matutino promete en su título un análisis del impacto de la inflación en ricos y pobres que no se sustenta en el artículo.
Falso,Un chequeo dudoso de La Nación a Cristina Kirchner
Falso,"EngañosoUn columnista acusó a la Presidenta por haber omitido intencionalmente antecedentes históricos sobre el Presupuesto. Pero, para eso, forzó sus declaraciones."
Falso,Campanella: “El 50% de los chicos no termina la escuela”
Falso,"VERDADEROAl presentar un ciclo televisivo sobre educación, el cineasta advirtió que el abandono escolar es una de las deudas pendientes del sistema."
Verdadero,Agustín Rossi: “En ningún país del mundo un gobierno se rige con un presupuesto opositor”
Verdadero,"ENGAÑOSOEl oficialismo acusa a la oposición de querer imponer un nuevo presupuesto, por presentar modificaciones al proyecto del Ejecutivo."
Falso,"“Desde que Néstor y Cristina llegaron al gobierno, nunca más se remató una sola hectárea de tierra en la Argentina”"
Falso,"FALSOEl dirigente rural cordobés, Ider Peretti, dijo la frase ante la Presidenta, durante el velatorio de Néstor Kirchner. La situación de los productores mejoró, pero sí hubo remates."
Falso,"Yasky: la prórroga del mandato, “es un trámite administrativo”"
Falso,"FALSOTras elecciones polémicas, el Ministerio de Trabajo decidió extender el mandato del hasta hace dos meses secretario general de la central obrera, cercano al gobierno. El candidato opositor denuncia una “intervención”.Además...>Tiempo Argentino y una crítica... criticable"
Falso,"El FMI cambió mucho, poquito, nada…"
Falso,"discutibleEl organismo internacional de crédito se está animando a realizar algunos cambios, tanto en su estructura como en sus políticas. Para el gobierno argentino, sigue siendo el mismo de siempre."
Falso,Pinedo: Argentina sufre “una fuerte caída de la calidad educativa”
Falso,DISCUTIBLEEstudios internacionales le dan la razón al legislador del PRO; los especialistas desconfían de las investigaciones.Además...>No tan lejos de la meta
Falso,Kunkel: durante el paro del campo “hubo varias víctimas fatales”
Falso,"FalsoEn el período de conflicto, que estalló en 2008, se registró la muerte de un paciente cuya ambulancia fue demorada en un piquete. Sin embargo, no existe registros de otros casos."
Falso,"Los juicios de los jubilados, trabados por toneladas de expedientes"
Falso,VERDADEROLa Corte Suprema dice que ponen en riesgo la estabilidad del edificio en donde se concentran los juzgados.
Verdadero,Tiempo Argentino: “8 de cada 10 empleos son registrados”
Verdadero,"ENGAÑOsoEl diario manipula una frase del ministro de Trabajo, Carlos Tomada, para hacer que diga lo que no dijo."
Falso,"Clarín: “Los que tienen un peso de más, lo gastan”"
Falso,"INSOSTENIBLEEl diario denuncia que al no haber incentivos para el ahorro, en un contexto inflacionario, la gente se vuelca por el consumo. Pero, luego, el propio informe que cita lo desmiente."
Falso,Cavallo: “Estamos con una moneda más sobrevaluada que en la época del uno a uno”
Falso,"FALSOAún utilizando los índices de precios de las consultoras privadas, el valor real del peso, comparado con una canasta representativa de monedas, sigue estando por debajo del vigente en la convertibilidad. Además...>Cómo se calcula el TCRM"
Falso,¿El crecimiento del PBI es la prueba definitiva de la buena marcha de la economía?
Falso,"ENGAÑOSOTiempo Argentino celebra que el país crece a tasas muy altas. Pero, ¿eso lo dice todo acerca de una economía?"
Falso,Boudou se jacta de tener una moneda “aislada” del mundo
Falso,"EngañosoEl ministro de Economía quiso mostrar la fortaleza financiera de la Argentina, a la que la “guerra de las monedas” no afectaría. Pero el peso es más dependiente de esa guerra de lo que el ministro admite.Además...>¿Qué es la ""guerra de las monedas""?"
Falso,"Clarín: Argentina, a la cola de un índice de democracia"
Falso,"EngañosoEl diario manipula los datos de un estudio en el que el país, en realidad, ocupa una posición intermedia."
Falso,Tiempo Argentino: “El 70% de la población apoya la participación en ganancias”
Falso,FalsoEl diario manipula un estudio de Ibarómetro para inflar el respaldo al proyecto del diputado Héctor Recalde.
Falso,Filmus denuncia que el salario de los docentes porteños queda rezagado
Falso,"VerdaderoSegún el senador del oficialismo, cayó del puesto 6º al 16º desde que asumió el PRO en la Ciudad."
Verdadero,"Según Majul, en la era Kirchner la pobreza subió"
Verdadero,"FalsoDice el columnista que “la cantidad de pobres pasó de 12 a 14 millones desde que Néstor Kirchner asumió la presidencia"". Pero no existen datos que avalen su punto de vista."
Falso,Piumato: “El acto de River convocará a más gente que las internas de la CTA”
Falso,FalsoEl secretario de Derechos Humanos de la CGT desafió a la central obrera disidente con la intención de minimizar su importancia: las cuentas no le dieron.
Falso,"Para Michetti, Cristina Fernández no es “femenina”"
Falso,INSOSTENIBLELa diputada del PRO por la Ciudad de Buenos Aires opinó que la jefa de Estado “hace el juego de los hombres” como gobernante.
Falso,"Argentina, el país más “pirata”"
Falso,ExageradoUna nota publicada en La Nación dice que lidera el ranking de software ilegal en la región. Pero en realidad ocupa el 10° lugar y viene mejorando.Además...>Un aporte de La Nación
Falso,Pasión por Goebbels
Falso,"InsostenibleMedios y políticos despuntan el deporte de considerar nazis a los oponentes, sin medir el calibre de la acusación.Además...>La trivialización del nazismo: en EE.UU. también se consigue>Boudou, fuera de lugar"
Falso,"Para La Nación la clase media sube…, pero baja"
Falso,"EngañosoEn una misma producción afirma, en una nota, que ese sector social creció y, en otra, que se redujo, pero con datos no pertinentes, que vician las supuestas conclusiones."
Falso,"Cristina se inspira en la Escuela de Frankfurt, pero confunde la historia"
Falso,"FalsoEn un discurso, en la Feria del Libro, en Alemania, atribuyó el comienzo de esa corriente de pensamiento a un período equivocado."
Falso,La Corte Suprema denuncia un recorte; el Gobierno dice que le aumentó
Falso,EngañosoEl Tribunal Supremo y el jefe de Gabinete manipulan las cifras en su provecho y profundizan un conflicto entre poderes.ademÁs..>Otros temas de fondo
Falso,Clarín muestra un Lula “agradecido” con los medios
Falso,"EngañosoReproduce hoy una entrevista publicada en un medio brasileño en la que, sugestivamente, omite algunas frases centrales."
Falso,Scioli: “Hay un 80% menos de chicos intoxicados con alcohol”
Falso,InsostenibleEl gobernador de la provincia de Buenos Aires apeló a una frágil y desactualizada estadística para destacar lo que considera un logro de su gestión.
Falso,"Para La Nación, la inseguridad es más urgente que el aborto"
Falso,"InsostenibleCritica al Parlamento por no dar prioridad a los temas que el matutino considera más relevantes, en una suerte de ranking que carece de fundamentos sólidos.Además...>El Explicador: Aborto, la polémica que viene"
Falso,Michetti: “Somos el país con mayor número de accidentes mortales en el mundo”
Falso,"INSOSTENIBLELa legisladora del PRO relacionó las muertes ocurridas en el reciente derrumbe de un boliche con el poco valor que se la da a la vida en nuestra sociedad, y puso como ejemplo el tránsito."
Falso,Tiempo Argentino anuncia un incremento del 400% del superávit fiscal
Falso,"ExageradoAunque el aumento fue, en efecto, importante, el diario sobreestima la cifra por no tomar en cuenta la inflación interanual."
Falso,Tomada dice que las empresas ya reparten ganancias entre los trabajadores
Falso,"ExageradoEl ministro de Trabajo dice la verdad, pero existe un único caso que utiliza un modelo similar al que propone la iniciativa.Además...>Héctor Méndez acusa a la Argentina de parecerse a Cuba"
Falso,Maravillados con Brasil
Falso,"EngañosoClarín resalta la gestión del presidente Lula, que está por culminar su mandato, pero hace mal las cuentas y equivoca las cifras groseramente."
Falso,Aníbal Fernández: “En la Argentina bajó el nivel de inseguridad”
Falso,"EngañosoEl jefe de Gabinete defendió la gestión gubernamental en el tema, pero con estadísticas desactualizadas."
Falso,"La Nación denuncia una invasión de bolivianos, peruanos y paraguayos"
Falso,"EngañosoEl artículo, que está plagado de inexactitudes y omisiones, desató una oleada de comentarios xenófobos por parte de los lectores."
Falso,¿El odio y la agresividad desataron el problema coronario de Kirchner?
Falso,FalsoLos principales editorialistas de Clarín y La Nación atribuyen al carácter del ex presidente su afección cardíaca.
Falso,Prat Gay: “Estamos igual que en 2001 en distribución de ingresos”
Falso,"FalsoEl legislador reconoce la buena marcha de la economía, pero considera que, desde los días de la última gran crisis, no hubo avances en el alivio de las desigualdades."
Falso,El Cronista dice que el 60% de las familias no llega a fin de mes
Falso,"FalsoEl diario económico confunde una encuesta de percepción con datos objetivos y se desdice, luego, en la misma nota."
Falso,"Para Clarín, la mitad de los trabajadores está en situación precaria"
Falso,"ExageradoEl matutino incluye a los trabajadores independientes entre los que sufren inestabilidad laboral, para abultar las cifras."
Falso,Bullrich: “En dos años y medio se invirtió en escuelas un 50% más que la gestión anterior”
Falso,FalsoLos datos oficiales del Ministerio de Hacienda contradicen el argumento que utilizó el ministro porteño para defenderse de las críticas de padres y alumnos.
Falso,Clarín y Tiempo dan cátedra sobre cómo manipular cifras
Falso,ENGAÑOSOLos dos medios fuerzan los números para acentuar su apoyo o su oposición a la marcha de la economía.Además...>La estadística del carnicero
Falso,Cristina Fernández: “La Argentina tiene el salario mínimo vital y móvil más alto de Latinoamérica”
Falso,"Verdadero, pero...Aunque el dato brindado por la Presidenta sea real, es insuficiente para determinar la verdadera situación de los asalariados en la región."
Verdadero,Mempo Giardinelli: “En los países serios no se permite la siembra de soja transgénica”
Verdadero,"EXAGERADOEl escritor puso como ejemplo Francia, en donde, dijo, no se permite sembrar ni una maceta con este cultivo.Además...>¿Qué es un transgénico?"
Falso,"El caso Fibertel, ¿es un ataque a la libre elección y a la libre expresión?"
Falso,DISCUTIBLEReacciones por el cierre de la prestadora de servicios de internet. Además...>Una lista no tan lista
Falso,La Nación: los argentinos pagan más por un smartphone que sus vecinos de la región
Falso,DISCUTIBLELa Nación analiza los supuestos efectos negativos del impuesto a la importación de tecnología.
Falso,Clarín: el 40% de los pagos de la ANSES no llega al bolsillo de los jubilados
Falso,"FALSODice, además, que se trata de una cifra con la que se les podría asegurar el pago del 82% móvil. Sin embargo, no considera jubilados a quienes se incorporaron al sistema mediante moratorias. "
Falso,¿Hay que envidiar a Perú?
Falso,"Insostenible En una columna publicada en el diario La Nación, el escritor Marcos Aguinis elogia y envidia la actualidad política peruana. Una comparación que deja dudas."
Falso,“Los empresarios argentinos no hacen política”
Falso,"FALSO “Los empresarios, realmente, lo digo seriamente, no hacemos política. Hay algunos empresarios que pueden acomodarse mejor o peor con determinado gobierno. Pero lo único que quieren es seguir siendo empresarios”. (Franco Macri, Revista La Nación, 2 de mayo)"
