clasificacion,texto
Verdadero,Carolina Losada: “El gobernador de la provincia de Santa Fe subejecuta los presupuestos que tiene para la Seguridad”
Verdadero,La Senadora nacional por Juntos por el Cambio criticó la gestión en Seguridad del gobernador Omar Perotti (PJ) y señaló que se subejecutan las partidas.
Falso,Es engañoso el video de militares paraguayos golpeando a un hombre: la agresión existió pero el ciudadano no es argentino sino paraguayo
Falso,"Esto es engañoso ya que, si bien es cierto que se produjo la agresión, la víctima es un ciudadano de Ciudad del Este, Paraguay."
Verdadero,Es verdadero el video en que aparece un niño bebiendo agua entre los escombros del terremoto de Turquía y Siria
Verdadero,"El posteo es verdadero, ya que el niño que aparece en el video efectivamente fue rescatado en la ciudad turca de Antioquía, 45 horas después del terremoto y las imágenes corresponden a ese rescate."
Falso,"24 de marzo: chequeos a desinformaciones sobre nietos recuperados, madres y abuelas de Plaza de Mayo y la Guerra de Malvinas"
Falso,"Los 24 de marzo se conmemora el Día Nacional de la Memoria por la Verdad y la Justicia, y se recuerda a las víctimas de la última dictadura militar. Pero también es una fecha en la que reaparecen desinformaciones."
Falso,Es falso que el marido de Hebe de Bonafini dijera en una entrevista con Bernardo Neustadt que sus hijos están vivos y en España
Falso,"Según fuentes especializadas, no hay ninguna evidencia de que Humberto Alfredo Bonafini, marido de Hebe de Bonafini, se entrevistara con el periodista Bernardo Neustadt ni de que afirmara que sus hijos están vivos."
Falso,Desinformaciones que circulan en Telegram sobre la “Agenda 2030” de la ONU
Falso,"La iniciativa de las Naciones Unidas plantea 17 objetivos de desarrollo que deben cumplirse antes de 2030, como meta para mejorar la calidad de vida de las personas."
Falso,"No, Romina Uhrig, de Gran Hermano, actualmente no cobra un sueldo del Instituto de Previsión Social de la Provincia de Buenos Aires"
Falso,"El propio Instituto de Previsión Social bonaerense confirmó que la dio de baja como personal de gabinete a partir de octubre de 2022, fecha en la que ingresó al reality."
Falso,Es falso que un estudio de la NASA haya demostrado que la ganadería de nuestro país no contamina y derribado el mito sobre las vacas argentinas
Falso,"En medios y en redes sociales se viralizaron esta semana diferentes publicaciones que afirman que un estudio de la NASA demostró que la ganadería de nuestro país no contamina el ambiente. Sin embargo, esto es falso. La propia NASA confirmó a Chequeado que “no es posible concluir a partir del estudio si la industria ganadera de un país concreto es una fuente o un sumidero neto de gases de efecto invernadero”"
Falso,Es falso que una mochila apoyada sobre una banca dio quórum en una sesión de la Cámara de Diputados
Falso,"Un video en redes sociales indica que un diputado nacional contribuyó al quórum por haber apoyado su mochila en una banca, lo cual es falso."
Falso,Miguel Pichetto: “Le dieron a los jóvenes vacunas que les pueden reconfigurar el ADN”
Falso,"El 6 de marzo último, el auditor general de la Nación y precandidato presidencial de Encuentro Republicano Federal, Miguel Ángel Pichetto, afirmó durante una entrevista que las vacunas contra la COVID-19 pueden “reconfigurar el ADN” y “cambiar su esquema”. Esto es falso."
Falso,Es falso que la leche pasteurizada no tenga nutrientes y tomarla no causa intolerancia a la lactosa
Falso,"Consumir leche cruda, extraída directamente del animal, es peligroso ya que puede contener microorganismos patógenos que causan enfermedades. Su venta está prohibida en la Argentina."
Falso,"Cristina Fernández de Kirchner, sobre la renegociación de la deuda con bonistas privados: “No obtuvimos ni una sola quita, ni un solo dólar de capital y de intereses”"
Falso,"La Vicepresidenta cuestionó la negociación con bonistas privados llevada a cabo por el ex ministro de Economía Martín Guzmán en 2020, que derivó en una reestructuración de la deuda pública."
Falso,Es falso que un dron chileno que rastrea mapuches cayó en territorio argentino
Falso,Esto es falso ya que se trata de un dron que tuvo un aterrizaje forzado en territorio chileno y que sirve para el monitoreo de incendios forestales. El avión tampoco lleva misiles sino que cuenta con equipamiento para dar información en tiempo real del panorama táctico en una zona geográfica determinada.
Verdadero,Cristina Fernández de Kirchner: “En 2015 la inflación medida por la Ciudad fue del 24%”
Verdadero,"De acuerdo con los datos estadísticos de la Ciudad de Buenos Aires, la inflación interanual en noviembre de 2015 fue del 23,9%. Sin embargo, durante la gestión de la actual vicepresidenta las tarifas de los servicios públicos estaban atrasadas por falta de aumentos, lo cual impacta en el número de la inflación. "
Falso,Cristina Fernández de Kirchner: “Acaban de proscribirme”
Falso,"Fernández de Kirchner fue condenada a 6 años de prisión e inhabilitación perpetua para ejercer cargos públicos. Sin embargo, la condena no se encuentra firme y puede ser apelada por la defensa de la vicepresidenta, por lo que actualmente puede presentarse a competir por un cargo electivo. "
Verdadero,Cristina Fernández de Kirchner: “En 2015 teníamos el salario más alto en dólares en América Latina”
Verdadero,"Si se mide el salario mínimo de la Argentina según el valor del dólar oficial y el dólar blue, en 2015 nuestro país lideraba la región en ambos escenarios. Si se tiene en cuenta la Paridad por Poder Adquisitivo (variable que compara el poder de compra de cada país), la Argentina también se ubicaba en primer lugar en 2015. 
 "
Falso,"No, el periodista deportivo Martín Liberman no dijo que Lionel Messi era “como un autista”"
Falso,"El pasado 27 de febrero, Messi ganó el premio The Best al mejor jugador del mundo, otorgado por la FIFA. A raíz de esto, comenzó a circular en Facebook un texto que señala que Liberman dijo: “Leo Messi es como un autista”. Esto es falso."
Falso,Es engañoso decir que el nieto restituido 132 “ya había sido hallado en 2007”
Falso,"Juan José Morales, el nieto restituido 132, confirmó en 2008 que su madre es Mercedes del Valle Morales, desaparecida en 1976 en Monteros (Tucumán). Pero no fue hasta diciembre de 2022 que el Banco Nacional de Datos Genéticos (BNDG) concluyó que Juan José no es hijo del hombre que lo crió como propio. "
Falso,"Alberto Fernández, sobre Aerolíneas Argentinas: “Durante 2022 redujo casi a la mitad su necesidad de asistencia con respecto a 2021”"
Falso,"El Presidente utilizó para su afirmación los datos oficiales que dan cuenta de los fondos que el Tesoro pagó efectivamente a la compañía aérea en 2022. Sin embargo, especialistas y documentos oficiales señalan que se debe contabilizar el presupuesto devengado. Al considerar este indicador, la reducción de la asistencia del Estado a Aerolíneas fue del 15,4%."
Falso,Es falso que Horacio Rodríguez Larreta usó guantes de látex “para tocar pobres”
Falso,Esto es falso ya que las imágenes corresponden a una jornada de La Noche de los Museos en la que se utilizaron guantes para manipular pintura.
Falso,Es falso que Zelenski pidió a Estados Unidos que envíe a sus “hijos e hijas” a morir a la guerra
Falso,"Lo que dijo el presidente en la conferencia de prensa fue que, si Ucrania pierde la guerra, Rusia podría atacar a un país de la OTAN y, en ese caso, Estados Unidos tendría que enviar a sus tropas."
Falso,Horacio Rodríguez Larreta: “Llevamos construidas más de 100 escuelas en 15 años”
Falso,"El Gobierno porteño contabiliza en las escuelas construidas durante las gestiones de Mauricio Macri y de Horacio Rodríguez Larreta una treintena de unidades educativas que reemplazaron a otras ya existentes, es decir que no son nuevas. Además, hay varios casos de obras cuya construcción fue planificada y realizada por gestiones anteriores."
Verdadero,"Axel Kicillof: “En 2019 el desempleo se ubicó en 11,6% en la Provincia y en el tercer trimestre del 2022 alcanzó el 8,7%”"
Verdadero,"El desempleo, efectivamente, bajó en este distrito 2,7 puntos porcentuales en los últimos 3 años, de acuerdo con la Encuesta Permanente de Hogares (EPH)."
Verdadero,Axel Kicillof: “Recibimos la policía en una situación de ajuste salarial del 29%”
Verdadero,La variación del salario real de esa fuerza de seguridad provincial -descontado el efecto de la inflación- efectivamente cayó en promedio un 29% la gestión anterior.
Falso,Son falsas las placas de Horacio Rodríguez Larreta y Victoria Donda sobre la violencia en Rosario
Falso,"Circulan en redes sociales 2 supuestas placas del diario Clarín con presuntas frases del jefe de Gobierno de la Ciudad Autónoma de Buenos Aires y la ex titular del INADI. Sin embargo, los funcionarios nunca dijeron las frases que se le atribuyen."
Falso,"Axel Kicillof, sobre Cristina Fernández de Kirchner: “La mayor dirigente política del país está proscripta”"
Falso,La Vicepresidenta puede presentarse como candidata al cargo que desee: la sentencia que dispuso su inhabilitación para ejercer cargos públicos no está firme.
Falso,"No, Cristina Fernández de Kirchner no dijo: “(Messi) Podrá ser el mejor jugador del mundo pero no es un chico que inspire confianza”"
Falso,No hay registros públicos de que la ex mandataria se haya referido de esta manera al capitán de la Selección argentina. Tampoco existe una publicación igual o similar en las redes sociales de Clarín o de la propia Vicepresidenta.
Verdadero,Alberto Fernández: “En 2022 se registró la tasa más baja de desempleo desde el año 2004”
Verdadero,"Si se toma en cuenta el promedio de los 3 primeros trimestres de 2022, la desocupación fue del 7%. Datos del INDEC e informes alternativos muestran que el dato actual fue el más bajo desde el año 2004. "
Falso,"Alberto Fernández: “En el Gran Buenos Aires, el 90% de los alumnos es primera generación de universitarios en familias de trabajadores”"
Falso,"Fernández se refirió a los nuevos inscriptos que respondieron el nivel de instrucción de sus padres (hasta nivel secundario) en 8 universidades del Conurbano. En la mayoría de los casos el alumnado que es primera generación (padre, madre o padre y madre) alcanza un piso mínimo del 80% en promedio, y no del 90%."
Verdadero,Horacio Rodríguez Larreta: “Tenemos la tasa de delitos más baja desde que hay registro”
Verdadero,La tasa de homicidios dolosos cada 100 mil habitantes y el promedio mensual de robos y hurtos efectivamente están en sus niveles históricos más bajos.
Falso,"No, este video que muestra un cortocircuito no es del apagón del 1º de marzo: fue grabado en 2018"
Falso,"El video, que fue difundido por Twitter, Facebook y WhatsApp, es relacionado con el corte de luz que afectó a usuarios del Gran Buenos Aires y ciudades de varias provincias. Sin embargo, el video original fue grabado en una planta de la empresa alimenticia Danone en abril de 2018. "
Verdadero,"Alberto Fernández: “En la campaña 2021/22 el área sembrada fue superior a las 42 millones de hectáreas, otro récord histórico”"
Verdadero,"Según fuentes oficiales, la campaña 2021/2022 registró una superficie sembrada de 41,7 millones de hectáreas, el número más alto desde que se registra el dato, en 1969/70."
Falso,Alberto Fernández: “1 de cada 5 mujeres se emplean en el sector de trabajadoras de casas particulares”
Falso,"1 de cada 7 mujeres ocupadas en la Argentina trabaja en el servicio doméstico. El 19%, la relación que hizo el Presidente, corresponde específicamente a las mujeres asalariadas (es decir, en relación de dependencia)."
Falso,Horacio Rodríguez Larreta: “Hoy somos la capital más segura de América Latina”
Falso,"Aún no hay datos de capitales de países de la región de 2022, por lo que no se puede realizar una comparación con el dato que muestra el Gobierno porteño."
Verdadero,Alberto Fernández: “El programa Potenciar Trabajo tiene más de un millón de beneficiarios. Dos tercios de quienes reciben el subsidio son mujeres”
Verdadero,"El programa Potenciar Trabajo cuenta con 1.268.044 beneficiarios al 15 de febrero último, según datos del Ministerio de Desarrollo Social. De este total, el 65,3% son mujeres."
Falso,Es falso que Twitter les está pidiendo a sus usuarios que eliminen la bandera de Ucrania de sus perfiles
Falso,"El 24 de febrero de 2022, hace un año, comenzó la invasión rusa de Ucrania. A raíz de este hecho, comenzó a circular en redes sociales que Twitter les está pidiendo a los usuarios que no están suscritos al servicio premium Twitter Blue que eliminen la bandera de Ucrania de sus tuits y perfiles. Sin embargo, esto es falso. "
Verdadero,"Alberto Fernández: “Las ventas al exterior aumentaron el 13,5%”"
Verdadero,"En 2022, se exportaron productos por US$ 88.240 millones, lo que representó un incremento del 13,3% con respecto a 2021. Pero este aumento se produjo por una fuerte suba en los precios internacionales. "
Falso,Alberto Fernández: “Logramos reducir en más de un 25% la mortalidad por siniestros viales durante 2022”
Falso,"La baja respecto de 2019, último año de Cambiemos y último año prepandemia, es del 14,5%. En comparación con 2020 y 2021 subió. "
Verdadero,"Alberto Fernández: “La refinación de petróleo creció un 5,6% desde el 2021”"
Verdadero,"De acuerdo con los datos oficiales, en 2022 la refinación del petróleo aumentó un 5,5% con respecto a 2021."
Falso,Alberto Fernández: “En 21 provincias argentinas se registra pleno empleo”
Falso,"Si se considera que el pleno empleo se alcanza con una desocupación cercana al 3%, sólo 3 provincias cumplen esa condición. Otros especialistas consideran que un 5% de desocupación es “pleno empleo”: así serían 11 las provincias en esta situación."
Verdadero,Alberto Fernández: “El presupuesto para obras públicas se redujo a menos de la mitad entre 2015 y 2019”
Verdadero,"La inversión real directa cayó durante el gobierno de Cambiemos cerca de 63% en ese período, ubicándose en $726.163,8 millones en 2019. "
Falso,"Alberto Fernández: “Se fortaleció el Servicio Nacional de Manejo del Fuego. En 2022 se ejecutaron casi $14 mil millones, 70 veces más que lo ejecutado en 2019”"
Falso,"El Presidente comparó el presupuesto ejecutado en 2019 con el ejecutado en 2022. En términos reales (es decir, contemplando el efecto de la inflación), el presupuesto ejecutado en 2022 es casi 20 veces superior al ejecutado en todo 2019."
Falso,"Alberto Fernández, sobre el litio: “Junto a Bolivia y Chile poseemos el 60% de las reservas mundiales”"
Falso,"Si se toman las reservas de litio, entre la Argentina y Chile tienen el 46% del total mundial, menos de lo que dijo el Presidente. Y tampoco se llega al 60% si se miran los recursos de los 3 países nombrados por Fernández."
Verdadero,"Alberto Fernández: “Durante 2022 se verificaron más de 13 millones de empleos registrados, el nivel más alto desde 2012”"
Verdadero,"De acuerdo con los últimos datos oficiales, en noviembre de 2022 había 12,9 millones de empleos registrados, el valor más alto desde enero de 2012. Sin embargo, más de la mitad de los puestos de trabajo creados en la actual gestión fueron monotributistas. "
Verdadero,"Alberto Fernández: “Logramos un descenso en la tasa de fecundidad adolescente en 1,7 puntos”"
Verdadero,"La tasa de fecundidad adolescente pasó del 15,4 por mil mujeres de 10 a 19 años en 2020 a un 13,7 en 2021, mientras que la tasa de fecundidad general se mantuvo en cifras similares en el mismo periodo, de acuerdo con los datos oficiales."
Verdadero,Alberto Fernández: “Es el índice más bajo de mortalidad infantil de nuestra historia”
Verdadero,El Presidente habló del indicador de 2021 durante el discurso de apertura de las sesiones ordinarias; el dato de 2022 aún no está disponible. 
Verdadero,Alberto Fernández: “En estos años hemos recuperado más de 30 puntos en términos reales el salario de los investigadores y casi 40 los estipendios de los becarios”
Verdadero,"Los salarios aumentaron con respecto a 2019, pero continúa la pérdida salarial en relación a 2015."
Verdadero,Alberto Fernández: “A través de las becas Progresar alcanzamos a 1.700.000 becarias y becarios”
Verdadero,"En diciembre de 2022, 1.697.663 personas recibieron una beca de este programa de apoyo para la terminalidad educativa."
Falso,Alberto Fernández: “La industria encadenó 15 meses de subas continuas”
Falso,"En 7 de los últimos 15 meses disponibles para ser analizados la actividad industrial registró un descenso respecto del mes anterior, según el INDEC."
Falso,"Alberto Fernández, sobre 2023: “Serán 3 años consecutivos de crecimiento de nuestro PBI; esto no sucedía desde 2008”"
Falso,"La Argentina alcanzó este año su segundo crecimiento del Producto Bruto Interno (PBI) consecutivo, al registrar en 2022 un suba del 5,2% de la actividad económica. Los pronósticos para este año. "
Falso,"Alberto Fernández: “En 2022, el haber mínimo jubilatorio tuvo un incremento interanual del 107%, superando la inflación en 12 puntos”"
Falso,"Se registró una caída del 12% real (teniendo en cuenta la inflación), si se comparan los haberes de diciembre sin bonos, y del 17% con bonos."
Verdadero,Es verdadero que el papa Francisco dijo: “Es imposible seguir tolerando que los mercados financieros gobiernen la suerte de los pueblos”
Verdadero,"El pontífice la pronunció en un simposio realizado en 2014. Además, consideró inadmisible que “pocos prosperen recurriendo a la especulación financiera mientras muchos sufren duramente las consecuencias”."
Verdadero,"Es verdadero que Dady Brieva dijo: “Hay tipos que quieren vivir como en Finlandia, pero tienen a la empleada doméstica en negro”"
Verdadero,"Esto es verdadero ya que se expresó de esa manera en 2018, en el programa “La pura verdad”, conducido por Mauro Viale en A24. En esa entrevista, además, agregó: “Que empiecen a pensar seriamente en todo eso, que la desigualdad es una cosa que tiene que involucrar a todos”."
Falso,Son falsas las fotos de Cristina Fernández y Amado Boudou “que le costaron la vida a Juan Castro”
Falso,"Esto es falso ya que se tratan de imágenes sacadas de contexto y adulteradas. Además las fotos son de 2011 y Castro falleció en 2004, 7 años antes."
Falso,Es falso que las vacunas COVID-19 “modifican el genoma humano” como afirma Chinda Brondolino en este video viral
Falso,"Las vacunas COVID-19, tanto de ARN mensajero como las basadas en adenovirus, son seguras y no modifican el genoma humano. Chequeado ya desmintió en varias oportunidades esta afirmación que no tiene sustento científico."
Falso,Agustín Rossi: “Cristina Fernández de Kirchner está claramente proscripta”
Falso,"La Vicepresidenta fue condenada a prisión e inhabilitación perpetua para ejercer cargos públicos, pero el fallo no está firme y puede ser apelado."
Falso,Este video no muestra la caída del meteorito en Texas
Falso,"Si bien la NASA confirmó que el radar y otros datos indican la presencia de un meteorito cerca de McAllen, Texas, el video no corresponde a ese momento ni a ese lugar. La intersección de las calles que figuran en la secuencia grabada corresponden a la ciudad de Daytona, Florida."
Verdadero,Es verdadero que el futbolista Christian Atsu falleció en el terremoto en Turquía
Verdadero,El futbolista ganhés fue encontrado sin vida bajo los escombros de su casa 2 semanas después del terremoto. La información fue confirmada por su representante y por el club Hatayspor del que formaba parte.
Falso,"No, no es verdadero el supuesto certificado de antecedentes penales de Cristina Fernández de Kirchner"
Falso,"Esto es falso ya que el certificado está editado. Además, el nombre completo de la ex mandataria está mal escrito."
Falso,Es falso que una cerda parió una cría con características humanas: se trata de una escultura
Falso,Esto es falso ya que se trata de una escultura de silicona. La propia artista que la creó se define como una escultora hiperrealista y afín a las “criaturas híbridas”.
Falso,"No, Florencia Peña no dijo que si ganaba Macri se mudaría a Chile"
Falso,No hay ningún registro de que la actriz y conductora haya dicho esa frase ni ninguna similar y ella ya lo desmintió. La desinformación circula desde 2019.
Falso,"No, no hay evidencia de que la vitamina C intravenosa por sí sola cure el cáncer"
Falso,"Circula en Facebook y TikTok un video que afirma que “la vitamina C intravenosa mata a las células cancerígenas”. Sin embargo, esto es falso. No hay ninguna evidencia científica que avale el uso por sí sola de la vitamina C intravenosa como tratamiento efectivo contra el cáncer."
Falso,Mario Negri: “Nunca nadie endeudó más al país que el kirchnerismo”
Falso,"De acuerdo con su metodología, el endeudamiento promedio del kirchnerismo fue superior al registrado en la gestión de Macri. Sin embargo, el Gobierno y algunos economistas utilizan otras 2 formas de contabilizar la deuda, y en esos casos el incremento del kirchnerismo fue similar o inferior al registrado por Cambiemos. "
Falso,Es falso que Roberto Baradel dijo que “los exámenes son una demostración de atropelló a la libertad del estudiante”
Falso,"Esto es falso ya que no hay ningún registro público de una cita similar del dirigente sindical. Además, esta desinformación circula, por lo menos, desde el año 2020 y el propio Baradel desmintió que haya dicho algo parecido y que se trata de algo falso."
Falso,Es falso que Italia haya eliminado el género no binario de los documentos de identidad: esta opción nunca ha existido
Falso,La posibilidad de identificarse de esta manera en los documentos de identidad nunca ha existido en Italia.
Verdadero,Es verdadera la imagen de un rayo que impacta en el Cristo Redentor en Brasil
Verdadero,"La propia administración del Santuario, dependencia de la Arquidiócesis de Río de Janeiro, la difundió. Su autor, Fernando Braga, fue el primero en publicarla en su cuenta personal de Instagram."
Falso,Es falso que el terremoto en Turquía y Siria fue causado por el “Proyecto HAARP”
Falso,"Esto es falso, ya que se trata de un programa del estudio de la atmósfera terrestre que no puede provocar un terremoto de manera intencional. Además, ni luces en el cielo ni nubes extrañas son indicios de la ocurrencia de un terremoto, ya que los mismos no se pueden predecir."
Verdadero,Gerardo Morales: “Macri terminó su gestión con US$ 1.700 millones de déficit de las empresas públicas y este gobierno lo llevó a US$ 5.300 millones” 
Verdadero,El déficit operativo de las empresas públicas se incrementó más de un 205% desde el cierre de la gestión Cambiemos hasta julio último. 
Falso,Es falso que este video muestra a pilotos estadounidenses persiguiendo a un ovni en Canadá para derribarlo
Falso,Estas imágenes tienen más de 10 años y fueron realizadas dentro de una campaña para homenajear a Orson Welles.
Falso,Es falso el video que muestra cómo golpean en la cárcel a uno de los condenados por el crimen de Fernando Báez Sosa
Falso,"Los posteos señalan que se trata de Matías Benicelli, condenado a prisión perpetua por el hecho ocurrido en Villa Gesell en enero de 2020."
Verdadero,Carla Vizzotti: “Alcanzamos el número más bajo de mortalidad infantil de nuestra historia”
Verdadero,"En 2021, el indicador registró 8 decesos por cada mil nacidos vivos, la cifra más baja registrada en el país."
Falso,Es falsa la aparición de nubes con forma de manos rezando en el cielo de Siria tras el terremoto
Falso,"Esto es falso, ya que se trata de un video editado por un usuario de Tik Tok. Además, las imágenes circulan, por lo menos, desde noviembre de 2022 en distintos contextos de diferentes países."
Falso,"No, esta foto no muestra a un perro rescatista que salvó a 10 personas en Turquía: fue tomada en 2014 en los Estados Unidos"
Falso,"Circulan en Facebook y Twitter posteos que muestran a un perro rescatista y afirman que ayudó a encontrar a 10 sobrevivientes del terremoto de Turquía y Siria. Sin embargo, la imagen del perro data del año 2014 y fue tomada durante los operativos de rescate realizados tras un deslizamiento de tierra ocurrido en los Estados Unidos. "
Falso,Es falso que la madre de Máximo Thomsen dijo: “Solo me resta agradecer a Alberto Fernández y CFK por el llamado y el apoyo”
Falso,"Esto es falso ya que no hay registros de que la madre del condenado a prisión perpetua por el crimen de Fernando Báez Sosa haya dicho eso. Además, tampoco hay publicaciones en las redes de Página/12. En los posteos desinformantes ni siquiera se especifica el nombre de la declarante."
Falso,"No, no hay evidencia científica de que las hojas de higo sirvan para tratar la diabetes"
Falso,La insulina es una hormona que se produce en el páncreas de animales y humanos. Tampoco existe ninguna evidencia científica que respalde los beneficios de la hoja de higo para el tratamiento de enfermedades.
Falso,Es falso que la Corte Suprema de los Estados Unidos confirmó que “los daños causados por las vacunas de ARN mensajero son irreparables”
Falso,No hay rastro de este supuesto fallo en el archivo de resoluciones de la Corte Suprema de Estados Unidos.
Verdadero,Horacio Rodríguez Larreta: “La tasa de mortalidad infantil es la más baja de la historia de la Ciudad de Buenos Aires. Es casi la mitad de lo que es el promedio de toda la Argentina”
Verdadero,"La mortalidad infantil en 2021 en la Ciudad de Buenos Aires fue de 4,4 defunciones por cada mil nacidos vivos. Se trata de la cifra más baja de su historia. "
Verdadero,"Es verdadero que una niña siria atrapada bajo los escombros tras el terremoto dijo: “Sácame y haré lo que quieras, seré tu sirvienta”"
Verdadero,Las traducciones que se realizaron del idioma árabe son verdaderas. La historia también fue publicada por distintos medios de comunicación internacionales que dieron cuenta de las expresiones de la niña al socorrista.
Falso,Desinformaciones que circularon sobre el terremoto en Turquía y Siria
Falso,"Dos terremotos de magnitud 7,8 y 7,5 en la escala de Ritcher han sacudido Turquía y Siria el lunes último. A raíz de este hecho, circularon en redes sociales varias desinformaciones sobre el tema. "
Falso,Alberto Fernández: “La Argentina en los 2 últimos años es el segundo país que más creció en el mundo”
Falso,"De acuerdo con datos del Banco Mundial, la economía argentina fue la sexta que más creció con respecto a 2020, con un alza del 16,1% del PBI. Sin embargo, el Presidente tomó como base de comparación el año 2020, cuando la economía argentina sufrió una fuerte caída (9,9%) por la pandemia del coronavirus."
Falso,"No, este edificio derrumbándose no corresponde al sismo en Turquía: el video fue grabado en Miami, en 2021"
Falso,"La propiedad que se ve desplomándose estaba ubicada en la zona de Surfside, de Miami, y el video no tiene relación con el sismo en Turquía."
Verdadero,Alberto Fernández: “El país lleva 22 meses consecutivos de crecimiento de empleo registrado”
Verdadero,"Según datos oficiales, el número de asalariados registrados creció de forma ininterrumpida desde enero de 2021. Es decir, durante 23 meses consecutivos. "
Falso,"Alberto Fernández: “Creamos 1,6 millones de puestos de trabajo, de los cuales 600 mil fueron puestos de trabajo registrados”"
Falso,"Entre el segundo trimestre de 2022 e igual período de 2019 se crearon 1,6 millones de puestos de trabajo, como afirmó el Presidente. Sin embargo, sólo 207 mil del total de puestos de trabajo son registrados."
Falso,"No, este video no corresponde al terremoto de Turquía de 2023: es de 2020"
Falso,"Si bien las imágenes corresponden a Turquía, fueron tomadas en octubre de 2020 en un fenómeno geológico anterior."
Falso,"No, la foto del perro rescatista no fue tomada tras el terremoto en Turquía"
Falso,"El lunes último, un terremoto con magnitudes de 7,5 y 7,8 golpeó el sureste de Turquía y Siria. A raíz de este hecho, comenzaron a circular 2 fotos de un perro que “encontró a su dueño debajo de los escombros”. Esto es falso."
Verdadero,Es verdadero que Lali dijo: “La gente critica a Shakira por su canción pero no al tipo que la engañó en su propia casa con otra”
Verdadero,Circula en Facebook una placa de una supuesta frase de la actriz y cantante argentina Lali Espósito. La frase fue dicha por la artista en una entrevista del medio digital El Español.
Falso,"No, Dady Brieva nunca dijo “quiero ver a los argentinos revolviendo la basura de nuevo”, pero sí dijo “quiero que a los argentinos les vaya mal”"
Falso,"Una parte de la frase que se le atribuye es cierta: la dijo textualmente en 2018, en televisión. Pero la otra parte nunca fue dicha por el actor."
Falso,"Es falso que Tani, el hijo de Alberto Fernández, tiene una Ferrari"
Falso,"Es otra la persona que maneja el auto de lujo, que tiene una patente de la provincia de Chaco. La desinformación ya fue desmentida anteriormente."
Falso,Es falso que una periodista informó la muerte de un joven sin saber que se trataba de su hijo
Falso,Esto es falso ya que se trata de una escena de la versión chilena de la telenovela “Vuelve Temprano” y no ocurrió en la realidad.
Verdadero,Es verdadero el posteo que advierte sobre un intento de estafa con ANSES
Verdadero,"Las publicaciones son verdaderas, ya que el correo efectivamente no corresponde a un mensaje enviado por la institución. Desde la ANSES aclaran que en sus comunicaciones no solicitan información bancaria ni envían información de montos."
Falso,Es falso que circula un virus en formato de video que se llama “Argentina Campeón Mundial”
Falso,"Esto es falso ya que no existe ningún registro de la circulación de este software maligno. Además, Chequeado ya verificó otras cadenas virales falsas similares que no tienen sustento técnico."
Falso,"No, este video no muestra la reacción de Piqué a la canción de Shakira y Bizarrap"
Falso,"Circula en Instagram un video donde se puede ver al ex jugador del Barcelona, Gerard Piqué. “Callate, escucha esto”, dice Piqué al resto de los que están en el piso y supuestamente pasa un fragmento de la nueva canción de la cantante colombiana Shakira y el productor argentino Bizarrap."
Falso,Es falso que el CELS pidió la absolución de la madre de Lucio Dupuy
Falso,Publicaciones en redes sociales aseguran falsamente que la directora de la ONG dijo que la madre del niño de 5 años asesinado “debería quedar libre porque no tuvo la oportunidad de abortar”..
Falso,"Es falso que usar celular al conducir tiene una multa de $147 mil, como afirma una cadena viral"
Falso,Volvió a circular en Facebook una cadena viral que indica: “Hoy comienza la fiscalización del uso del celular cuando conducís. Multa $ 147.000 pesos. Ni cuando está el semáforo en rojo se puede utilizar” (sic). Esto es falso. 
Falso,"Es falso que María Eugenia Vidal dijo: “Los maestros, si quieren más dinero, que trabajen de otra cosa”"
Falso,Esto es falso ya que el zócalo de la entrevista fue modificado respecto de la cita original.
Verdadero,"Elisa Carrió, sobre la pelea con Nación por la coparticipación: “Los ciudadanos de la Ciudad aportan el 20% del PBI y el 26% de los impuestos”"
Verdadero,"La estimación más reciente sobre la participación de CABA en el PBI asciende al 19,7%. En todos los casos la Ciudad aporta más de lo que recibe."
Falso,Son engañosos los audios virales que circulan sobre los casos de intoxicación alimentaria en Berazategui
Falso,El Ministerio de Salud bonaerense confirmó la muerte de 2 personas en el municipio del sur del Gran Buenos Aires y se vincula su fallecimiento con una infección por el consumo de productos cárnicos contaminados.
Falso,Son falsas varias declaraciones que hizo Chinda Brandolino sobre las vacunas y el aborto
Falso,"Volvió a circular en Facebook una entrevista que realizó Viviana Canosa en 2020 a Chinda Brandolino, una médica de La Plata que durante la pandemia difundió desinformaciones sobre el nuevo coronavirus y también se pronunció en contra de la implementación de vacunas y de la legalización del aborto."
Falso,"Diego Santilli: “Buenos Aires es la segunda ciudad del continente con menos homicidios: primero viene Ottawa, Canadá, y después CABA”"
Falso,"La última información disponible de Ottawa es de 2020: ese año fue la capital con menor tasa de homicidios, pero le siguieron La Paz y Brasilia, no la CABA, que quedó cuarta."
Verdadero,Es verdadero que un pasajero grabó dentro del avión el momento de un accidente aéreo en Nepal
Verdadero,"El 15 de enero último, un avión operado por Yeti Airlines -de Nepal- se estrelló contra un desfiladero (paso entre montañas profundo y estrecho) mientras aterrizaba en un aeropuerto recién inaugurado en la ciudad nepalesa de Pokhara. A raíz de este hecho, comenzó a circular en Facebook un video titulado “Tragedia aérea en Nepal: un pasajero grabó dentro del avión el momento del impacto⁣”. "
Verdadero,Es verdadero que el Gobierno de Chaco difundió una imagen con un dato erróneo sobre empleo
