clasificacion,texto
Falso,"Circula un posteo en Facebook que sostiene que encontraron billetes de la divisa extranjera en la provincia norteña durante un operativo de la fuerza federal. Sin embargo, fuentes oficiales indican que en el operativo se encontró marihuana y no dólares."
Falso,La manifestación nunca existió y la imagen que circuló en redes es falsa. Se trata de un embotellamiento que se produjo en una autopista de China en 2015.
Falso,Francia abrió la puerta a la pedofilia
Falso,"Un sitio publicó que, a partir de una nueva ley, los adultos podrán tener relaciones sexuales con menores de manera legal. Sin embargo, es falso: el nuevo texto endureció las penas en caso de “infracción sexual” y, además, todo acto sexual (ya sea violación o no) con un menor de 15 años está penado por la ley francesa."
Falso,"El dato es verdadero y surge de estimaciones privadas de la Unión Industrial Argentina (UIA). Según el INDEC, que publicó los datos luego de la publicación de esta nota, la caída industrial en junio fue del 7,5 por ciento."
Verdadero,"Los fondos presupuestados para las universidades aumentaron un 110% en la gestión de Cambiemos. Sin embargo, si se toma en cuenta la inflación de ese período, hubo una caída real en los fondos destinados a las universidades."
Falso,"la quimioterapia mata a la gente, no el cáncer"
Falso,"El doctor citado como fuente se basa en una investigación de los años 50, que no toma en cuenta los avances registrados desde entonces. En la Argentina, gracias a la detección temprana del tumor y a la aplicación de quimioterapias específicas, la tasa de mortalidad por cáncer viene disminuyendo desde 1980."
Falso,"Circula una foto y una leyenda que habla de supuestos militares de nuestro país recorriendo la vía pública con armas y tanques. Sin embargo, es falsa: la imagen muestra a las Fuerzas Armadas de México y fue tomada en ese país hace ocho años."
Falso,Circuló en las últimas semanas una nota publicada el año último por un sitio que afirma que la provincia menos desarrollada de la Argentina es Santiago del Estero. El dato surge de un estudio de la ONU realizado en 2016.
Verdadero,"En el primer semestre de 2018, se registraron 450 abortos en Santa Fe"
Verdadero,Un medio provincial publicó que en los primeros seis meses de este año se practicó esa cantidad de abortos legales en la provincia. Los datos son verdaderos y provienen del Ministerio de Salud santafesino.
Falso,Ignacio Montoya Carlotto denunció que le “pagaron para fingir ser un ‘nieto recuperado’”
Verdadero,"Circula en Facebook un posteo que sostiene que el nieto de la presidenta de Abuelas de Plaza de Mayo denunció que recibió dinero para fingir serlo. Sin embargo, las declaraciones nunca existieron y él confirmó a Chequeado que esa información es falsa."
Falso,300 curas católicos abusaron a más de mil menores en Estados Unidos
Falso,La investigación se desarrolló en el estado de Pensilvania. Se trata de un informe judicial que demostró una serie de abusos a niños y niñas cometidos por sacerdotes y otros miembros de la Iglesia durante 70 años.
Verdadero,"Máximo Kirchner, sobre los dólares que ingresaron del FMI: “En un mes y medio ya quemaron la mitad en fuga de capitales: US$ 7 mil millones”"
Verdadero,Las reservas efectivamente cayeron en más de US$ 8 mil millones desde que ingresaron los dólares del acuerdo. Pero se debió a los mecanismos que estipula el propio acuerdo con el Fondo y todavía no hay datos sobre la fuga de capitales.
Falso,La cantidad de detenidos por violación a la “ley de drogas” durante la gestión del Frente para la Victoria en la Provincia es casi seis veces mayor a la registrada en lo que va de la gestión de Cambiemos.
Falso,Un medio publicó que Israel atacó a Gaza y dejó un muerto y ocho heridos. El hecho ocurrió el miércoles último y la cifra se elevó a tres fallecidos y más de 20 heridos.
Falso,En julio se produjo un alud en Italia
Verdadero,"El video compartido en Facebook fue registrado en febrero de 2010 en la localidad de Maierato, ubicada en la región de Calabria."
Falso,El sitio publicó una nota en la que se refirió al rechazo del proyecto de ley de interrupción voluntaria del embarazo. La sesión terminó con 38 votos en contra y 31 a favor.
Verdadero,"Los datos de ejecución presupuestaria coinciden con sus dichos, pero buena parte de los fondos presupuestados ya están comprometidos, es decir que ya tienen un fin asignado aunque no hayan sido ejecutados."
Verdadero,"Desde la legalización de la interrupción voluntaria del embarazo en 2012 se registraron en total tres muertes maternas por aborto, en todos los casos realizados por fuera del sistema de salud. Ninguno de los abortos legales provocaron la muerte de una mujer."
Verdadero,"De cada 10 embarazos adolescentes, siete no son deseados"
Verdadero,"La cifra marcada por la legisladora de PRO-Cambiemos, que se pronunció a favor de la despenalización, concuerdan con los datos oficiales. Los embarazos adolescentes son casi 100 mil por año y alcanzan al 14% del total de los nacimientos."
Verdadero,Los datos citados por el senador (PRO-Misiones) corresponden a las estimaciones internacionales sobre el tema.
Verdadero,"Más de cinco mil personas manifestaron su voluntad para adoptar y los niños, niñas y adolescentes en esta situación son nueve mil, según datos oficiales. Pero la mayoría de las personas que expresaron su voluntad para adoptar esperan a un niño o niña de 0 a 1 año, un porcentaje menor del total, ya que los menores de 5 años representa un 24% y el 76% tienen entre 6 y 17 años."
Verdadero,"La cifra marcada por el senador del PJ, que se pronunció a favor de la legalización, concuerda con los datos oficiales. Al comparar el mismo año, el porcentaje de nacimientos de mujeres embarazadas en la provincia es 20 puntos mayor que a nivel nacional."
Verdadero,"En 2016, último año con información disponible, Corrientes tuvo una tasa por encima del promedio nacional, aunque no cuatro veces superior. La diferencia mencionada por la senadora no se produjo en ningún año desde 2011. La legisladora mencionó, erróneamente, la tasa de la mortalidad infantil de la provincia como si fuera la materna."
Falso,El dato citado por el senador de Entre Ríos durante el debate en el Senado coincide con los datos oficiales sobre las mujeres atendidas en los hospitales públicos del país.
Verdadero,"El proyecto fue aprobado con 39 votos a favor y cuatro en contra. Además de declarar a la provincia como un territorio en contra de la legalización del aborto, propone “exhortar” a los legisladores nacionales para que se manifiesten en contra de la media sanción de la Cámara de Diputados que tratará el Senado."
Verdadero,Fue recuperado el nieto 128 por abuelas de plaza de mayo
Verdadero,"El diario sanjuanino se refirió a la restitución de la identidad de Marcos Ramos, nacido en Tucumán en 1976. Efectivamente, la noticia fue confirmada por la propia asociación durante una conferencia de prensa y en un comunicado publicado en su sitio oficial."
Verdadero,Es verdadera la imagen del diario sueco que afirma: “Macri es una amenaza contra la democracia”
Verdadero,"El texto fue publicado en el periódico ETC como una nota de opinión en febrero de 2016, sólo dos meses después de la asunción del Presidente. En la nota se critican los aumentos de tarifas y dos decretos presidenciales."
Verdadero,"Es verdad que son múltiples los factores que reducen la mortalidad materna, y esto se observa en el país limítrofe donde este indicador es más bajo que en nuestro país y hay una legislación más restrictiva. Sin embargo, a contramano de lo dicho por Bullrich, también es cierto que el acceso a un aborto seguro es una de las políticas que permite limitar la muerte de mujeres embarazadas."
Falso,"Macri, sobre las Fuerzas Armadas y las críticas de la oposición: “Sus candidatos a presidente, aquellos con los que yo competí hace dos años y medio, propusieron exactamente lo mismo”"
Falso,"Ambos candidatos presidenciales proponían que las Fuerzas Armadas intervinieran en competencias de seguridad interior. Massa proyectaba algo aún más amplio que lo que decretó Cambiemos y Scioli algo más restrictivo: quería que las Fuerzas Armadas “blinden” todas las fronteras, o sea, ampliar el sistema que se había implementado durante el kirchnerismo en el norte del país."
Falso,El caso se registró en Indonesia. La adolescente fue condenada a seis meses de cárcel por interrumpir su embarazo. Su agresor recibió una pena de dos años.
Verdadero,"Circula una imagen de Mafalda con un pañuelo celeste y una frase en contra del proyecto de ley de interrupción voluntaria del embarazo que se la atribuyen a Quino. Sin embargo, el dibujante negó haber autorizado esa imagen de Mafalda y dijo que no refleja su posición."
Falso,"El piquetero sostuvo eso durante una entrevista la semana última y comparó la situación con la época revolucionaria. Además, acusó al gabinete de ser “mafiosos y ladrones”."
Falso,El Gobierno porteño instaló una “estación de alivio de tensión” en el subte
Verdadero,En la estación Plaza Italia de la línea D se instaló un cartel con papel burbuja para simular una estación saludable y “que los porteños descarguen la ira”. El Gobierno de la Ciudad desmintió que se tratara de una iniciativa oficial.
Falso,Chapo Guzmán escapó nuevamente de prisión en 2018
Falso,"Un sitio publicó en junio último una nota que afirma que el narcotraficante mexicano volvió a escapar de la prisión en la que estaba alojado. Sin embargo, el criminal no escapó ahora; lo hizo en 2015 y fue capturado nuevamente en 2016."
Falso,"Sánchez Zinny, sobre la oferta a los docentes: “Mantiene el poder adquisitivo por el primer semestre de 2018, como la mantuvimos en 2017 y 2016”"
Falso,"En el primer semestre de 2018 los salarios docentes perdieron contra la inflación. Además, si se analiza toda la gestión de la Gobernadora bonaerense, desde diciembre de 2015, los docentes perdieron 7% de poder adquisitivo."
Falso,Justin Bieber murió en un accidente de autos
Falso,"Un texto afirma que el músico falleció en un accidente automovilístico; sin embargo, esto es falso: el accidente nunca ocurrió y la imagen que se muestra está trucada."
Falso,El nuevo presidente de México murió en un atentado
Falso,"Un texto afirma que Andrés Manuel López Obrador, el mandatario mexicano electo recientemente, fue asesinado durante un ataque terrorista. Sin embargo, esto es falso: el hecho nunca ocurrió y la imagen que se muestra está trucada."
Falso,Barack Obama fue asesinado por un francotirador
Falso,"Un texto afirma que el ex presidente de los Estados Unidos murió y contiene una supuesta imagen de la cuenta de Twitter del canal CNN en donde se muestra el anuncio del supuesto atentado. Sin embargo, todo es falso: el hecho nunca ocurrió y la imagen es trucada."
Falso,Distintas fuentes oficiales y alternativas coinciden en que esta sequía es la peor o la segunda peor de las últimas décadas.
Falso,El papa Francisco abusó de un chico mexicano de 11 años en la década del 90
Verdadero,"La noticia falsa afirma que Jorge Bergoglio abusó de un niño de esa edad. Sí existió una agresión sexual cometida por otro sacerdote, el mexicano Carlos López Valdez, según determinó la Justicia, y ocurrió en la Ciudad de México entre 1994 y 1998."
Falso,Donald Trump fue abatido por espías sirios
Falso,"Un texto afirma que el presidente de los Estados Unidos fue asesinado y contiene una supuesta imagen del canal de CNN en donde se muestra al mandatario herido. Sin embargo, el hecho nunca ocurrió y la imagen es trucada."
Falso,"La institución salteña comenzó a realizar esta operación sin costo desde el 10 de julio último. Esta práctica se realiza gratis en el país desde 2006, cuando se creó el “régimen de contracepción quirúrgica” que estableció por ley la gratuidad de la vasectomía."
Falso,Ignacio Montoya Carlotto dijo que le “pagaron por participar en el fraude” para ser nieto de Estela
Verdadero,"Un sitio publicó que el nieto recuperado de la presidenta de Abuelas de Plaza de Mayo denunció que recibió dinero para fingir su parentesco. Sin embargo, las declaraciones nunca existieron e Ignacio Montoya Carlotto confirmó a Chequeado que esa información es falsa."
Falso,"En diciembre último, el juez federal procesó a la ex presidenta y pidió al Senado quitarle los fueros para detenerla preventivamente por la causa del encubrimiento del atentado a la AMIA. La discusión del desafuero se dará a fin de año en el Senado."
Verdadero,Las cifras disponibles y los estudios de casos muestran que las tasas de muertes de mujeres por abortos disminuyeron luego de reformas legales más permisivas.
Verdadero,"La afirmación del médico pediatra es falsa. Estudios de diferentes organizaciones internacionales y nacionales demuestran que el preservativo no permite el paso del VIH, ni partículas del tamaño del esperma y tampoco de otras células causantes de enfermedades de transmisión sexual."
Falso,El caso ocurrió en Córdoba y la mujer tendrá que abonar un arancel por no cumplir con una resolución judicial que establece que el padre puede visitar al niño.
Verdadero,"Sobre el total de delitos que se judicializan, sólo el 1,4% llegan a una condena de cumplimiento efectivo. Si a esto se suman los delitos no denunciados, menos de una de cada 100 personas que cometen un delito van a prisión."
Falso,Florencia Kirchner dijo: “A Macri lo vamos a bajar antes de que termine”
Verdadero,"Una publicación afirma que la hija de la ex jefa de Estado, Cristina Fernández de Kirchner, amenazó en sus redes sociales de derrocar al presidente, Mauricio Macri, antes de que finalice su mandato. Sin embargo, estas declaraciones nunca existieron."
Falso,"Una publicación afirmó que la actriz realizó esa amenaza en una entrevista en Canal 13. Sin embargo, esas declaraciones son falsas y no existieron en ninguna de las notas que dio. Además, Dupláa confirmó a este medio que nunca dijo eso sobre el Presidente."
Falso,Jesica Cirio dijo que Antonia Macri “es una nena malcriada y grosera”
Falso,"Una publicación sostuvo que la modelo dijo esto en un video publicado en sus redes sociales. Sin embargo, el video nunca existió y las declaraciones tampoco fueron emitidas en ninguna de sus redes sociales. Además, Cirio confirmó a este medio que nunca dijo eso."
Falso,Tinelli dijo que el presidente Macri “es nefasto” y que “arruinó” Ideas del Sur
Falso,"Una publicación sostiene que el conductor de Showmatch criticó al Jefe de Estado y le atribuye la crisis que atravesó con su ex productora. Sin embargo, la declaración nunca existió."
Falso,"Si bien se aceleró la designación de magistrados en los cargos vacantes de la Justicia federal, el promedio de jueces nombrados por año durante la Presidencia de Macri es casi el mismo que durante los dos mandatos de Cristina Fernández de Kirchner. El Consejo de la Magistratura muestra mucha más actividad."
Falso,"Una publicación sostuvo que el comediante dijo esto por su oposición a la gestión de Cambiemos. Sin embargo, esta declaración no existió en ninguna de sus entrevistas y tampoco en los spots humorísticos en contra de Mauricio Macri. Además, Brieva confirmó a este medio que nunca dijo eso."
Falso,"Las emisiones de deuda en los primeros dos años de la gestión de Mauricio Macri superaron los US$ 120 mil millones. Si se tiene en cuenta la deuda que pagó el Gobierno nacional, el aumento bruto de la deuda fue de US$ 80 mil millones, pero esto sin contar la nueva deuda 2018 que incluye el acuerdo con el FMI."
Verdadero,La tasa de homicidios dolosos se redujo un 22% entre 2015 y 2017. Se trata del tercer año consecutivo de caída de este indicador y se ubica en su nivel más bajo desde 2007.
Verdadero,"Una publicación sostuvo que el actor realizó la amenaza en una entrevista en Canal 13. Sin embargo, esas declaraciones no existieron en ninguna de las notas que el actor dio al canal. Además, Echarri confirmó a este medio que nunca dijo eso contra el Presidente."
Falso,"Camaño, sobre el salario mínimo: “En el ranking de asalariados en dólares de la región hoy estamos cuartos”"
Falso,"La Argentina se ubica quinta en la región si se toma el sueldo mínimo en dólares corrientes. Al considerar el nivel de precios que existe en los distintos países, pasa a estar en el segundo lugar, detrás de Paraguay."
Falso,El proyecto de interrupción voluntaria del embarazo legaliza el aborto hasta el noveno mes
Falso,"La propuesta presentada por la Campaña Nacional por el Derecho al Aborto y el proyecto de ley que obtuvo media sanción en la Cámara baja y pasó al Senado legaliza esta práctica hasta la semana 14 inclusive. No existe un plazo límite en los casos ya previstos en el Código Penal de violación, riesgo de vida o salud de la mujer ni en el nuevo supuesto de inviabilidad de vida extrauterina del feto."
Falso,"Países como Bolivia, Ecuador o Colombia tienen precios menores y el de la Argentina es similar al del promedio regional. Además, los especialistas consultados señalan que se trata de una situación coyuntural por el aumento del dólar registrado en los últimos meses."
Falso,El árbitro del partido de la Argentina contra Francia era chileno
Falso,"El árbitro principal del enfrentamiento fue un referee iraní, quien estuvo acompañado por dos jueces de línea del mismo país. Bascuñán era el cuarto árbitro propuesto para la fecha, es decir que estaba como suplente, pero nunca dirigió el partido."
Falso,Circula en Facebook una nota donde Jorge Bergoglio realiza afirmaciones en contra del aborto. Las declaraciones existieron y fueron emitidas en febrero de 2016 durante el vuelo de retorno del Papa de una visita oficial a México.
Falso,El FMI exige liquidar la ANSES y vender las acciones del Fondo de Garantía
Verdadero,"Si bien en el memorando oficial el Ministerio de Hacienda de la Nación contempla la venta de activos del FGS, eso no significa que el FMI lo exija y tampoco que la ANSES deje de funcionar."
Falso,"El Municipio bonaerense determinó un aumento en las tarifas del colectivo y a partir del 1 de julio el pasaje mínimo costará 18,95 pesos. Actualmente es la ciudad con el boleto más caro del país si se la compara con los centros urbanos."
Falso,Malena Galmarini amenazó con “romperle los dientes” a Margarita Barrientos
Verdadero,"El sitio Modo Noticias publicó una nota en la que afirma que la actual concejala de Tigre había criticado a la dirigente social en el programa radial de Beto Casella. Sin embargo, las declaraciones y el reportaje nunca existieron."
Falso,Diego Maradona fue declarado persona no grata en la Argentina
Falso,"Un sitio viralizó una nota en la que se afirma que el ex futbolista fue nombrado de esta manera en nuestro país. Sin embargo, esto es falso, ya que este tipo de declaración se debe determinar a través de una ley y el Congreso de la Nación nunca lo determinó."
Falso,"La titular de Madres de Plaza de Mayo trató de “fascista” y “de derecha” al nutricionista en una de sus marchas de los jueves, y lo acusó de intervenir en la decisión de los menúes escolares de la Provincia de Buenos Aires. El doctor lo negó y la trató de “ladrona”."
Verdadero,El oficialismo presentó en abril último en la Cámara de Senadores tres proyectos de ley que apuntan a modificar el mercado de trabajo. Uno de ellos contempla una amnistía para los empleadores.
Falso,Echaron al director del Garrahan esta semana
Verdadero,"La noticia falsa señala que uno de los directores del hospital, Oscar Trotta, fue despedido esta semana. Sin embargo, Trotta fue desplazado como miembro del Consejo de Administración en mayo de 2017, cuando su mandato ya estaba vencido."
Falso,"El Presidente dejó clara su postura sobre el aborto en varias oportunidades. En la apertura de sesiones del Congreso dijo que permitiría la discusión este año, pero que él estaba en contra de la interrupción voluntaria del embarazo."
Falso,Máximo Kirchner dijo que será candidato a Presidente en 2019
Verdadero,"Circula en redes una noticia sobre una supuesta declaración del diputado por el Frente para la Victoria. Sin embargo, no hay ninguna entrevista donde el titular de La Cámpora haya afirmado esto y, además, los supuestos dichos textuales que se citan son de una columna de humor político."
Falso,Scioli trató de “inútil” a Vidal en una entrevista radial
Falso,"El sitio Modo Noticias publicó una nota en la que afirma que el ex candidato a presidente y gobernador bonaerense había criticado a la actual gobernadora en el programa radial de Beto Casella. Sin embargo, eso es falso ya que el supuesto reportaje nunca existió."
Falso,"Los datos muestran que las condenas por esta práctica son pocas. Sin embargo, aunque no hay datos oficiales actualizados, sí existen casos de mujeres que están y/o estuvieron presas."
Falso,"La noticia falsa señala que la gobernadora de la provincia patagónica quedó encerrada en el edificio provincial esta semana. Sin embargo, aunque el hecho existió, ocurrió en 2017."
Falso,Un gendarme afirmó que Bullrich le ordenó matar a Santiago Maldonado
Falso,"El sitio Modo Noticias publicó una nota donde consigna que un gendarme señala que la ministra de Seguridad le ordenó asesinar al joven artesano. Sin embargo, eso es falso ya que el efectivo nunca declaró eso durante una entrevista que concedió al Canal 4 de Esquel."
Falso,Juliana Awada padece una enfermedad mortal
Falso,"La noticia falsa afirma que la primera dama sufre una enfermedad terminal. Sin embargo, desde la Unidad Médica Presidencial desmintieron esta información."
Falso,Florencia Peña fue golpeada por su ex pareja
Falso,"Un texto afirma que la actriz tuvo que ser hospitalizada luego de que su ex pareja la golpeara. Sin embargo, esto es falso: el día en el que supuestamente habría ocurrido este hecho la actriz se encontraba grabando una serie y publicó una foto en la que se la ve sin marcas."
Falso,"Un comunicado oficial confirma el diagnóstico. En los últimos días, el Presidente se realizó una resonancia magnética y, según informaron, no precisa ningún tratamiento."
Falso,El Gobierno anunció que el Fondo Nacional de Incentivo Docente dejará de existir
Verdadero,"En Facebook se comparte una noticia que señala que el aporte que hace el Ministerio de Educación nacional a los salarios de los docentes provinciales dejará de existir en 2019. Sin embargo, fuentes oficiales y alternativas desmintieron la información."
Falso,"Página/12, sobre la Ley de Trombofilia: “Otra ley que no pasó el veto”"
Falso,"El proyecto se había aprobado en noviembre de 2016, pero en diciembre de ese mismo año Mauricio Macri lo vetó. Ese mismo año el Presidente dejó sin efecto otros cuatro proyectos de ley."
Falso,La comunidad judía compró tierras en la Patagonia para fundar un “segundo Israel”
Verdadero,"La noticia falsa afirma que se vendieron tierras para cancelar la deuda con el FMI y el Banco Mundial. Sin embargo, cuando se publicó la nota los acuerdos no estaban firmados y, además, la misma noticia viene siendo publicada en diferentes sitios desde 2013."
Falso,"La producción gasífera aumentó en los primeros meses de 2018, como señaló el Presidente. Pero, luego de una caída constante entre 2007 y 2014, este crecimiento comenzó en el último año del mandato de Cristina Fernández de Kirchner."
Falso,CFK pidió matar a Macri
Verdadero,"Se difundió una noticia sobre una supuesta escucha telefónica en la que la ex mandataria pedía que se matara al actual presidente. La noticia es falsa: en las escuchas que trascendieron Cristina Fernández de Kirchner no afirma eso. Además, la noticia falsa no incluye el supuesto audio al que alude ni da ningún detalle sobre cuándo habría sucedido ni en qué contexto."
Falso,"La cantidad de comercios cerrados alcanzó su punto más bajo en el primer bimestre del año, cuando el Jefe de Gabinete dijo este dato. Si bien con las cifras del segundo bimestre se registró un aumento, el promedio en lo que va del año todavía está por debajo de los años 2015 y 2016."
Falso,El jefe de la Gendarmería acusó a Macri de planear el homicidio de Maldonado
Verdadero,"Un sitio publicó que, según Clarín, un alto cargo de la fuerza federal acusó al Presidente de planificar la muerte del joven artesano, a quien habrían matado y guardado hasta arrojarlo al río. Sin embargo, la nota del diario nunca existió y, según informó la autopsia oficial, Maldonado murió ahogado."
Falso,"Página 12, sobre el rescate en Catamarca: “El Gobierno implementó un salvataje de primera y uno de segunda”"
Falso,"El diario señaló que por una decisión oficial los siete funcionarios presidenciales bajaron en helicóptero, mientras que los otros seis tripulantes lo hicieron caminando junto con los rescatistas. Sin embargo, las fuentes involucradas en el rescate aclararon que fue por cuestiones climáticas y que no hubo un tratamiento especial sino que se hizo analizando el riesgo de vida y el nivel de instrucción."
Falso,CFK llamó a derrocar al gobierno de Mauricio Macri
Falso,"El texto de la noticia falsa del sitio InfoVanguardia no dice lo mismo que el título. En ninguna parte del discurso citado, que es de 2016, se llama a hacer un golpe de Estado."
Falso,"La gobernadora bonaerense dijo esta frase al criticar la creación de nuevas universidades en la Provincia de Buenos Aires. Sin embargo, el número de estudiantes del sector de menos ingresos que asisten a universidades creció en el Conurbano en los últimos años."
Falso,"Dujovne, sobre la Ley de Emergencia Tarifaria: “[Tiene] un costo fiscal enorme: 115 mil millones de pesos”"
Falso,"La estimación oficial está basada en el proyecto inicial, que tuvo modificaciones antes de convertirse en ley. Otro cálculo oficial da un menor costo fiscal, pero tampoco abarca todos los cambios en el sistema tarifario dispuestos por el Congreso en la ley vetada por el Presidente."
Falso,Sofía Gala amenazó con golpear a Antonia Macri si no se aprueba la despenalización del aborto
Falso,"Las declaraciones falsas fueron publicadas la misma semana que se inició el debate para legalizar la interrupción voluntaria del embarazo. La actriz desmintió el contenido en sus redes y también lo hizo su mamá, Moria Casán."
Falso,"Los datos muestran que los subsidios benefician más relativamente a los ricos, aunque en un porcentaje cercano al 30%, menor al marcado por el senador nacional."
Falso,Hebe de Bonafini tendrá que devolver US$8 millones
Falso,"Un sitio publicó un título que señala que la presidenta de Madres de Plaza de Mayo deberá devolver este monto que le “robó al Estado”. Sin embargo, al interior de la nota no se hace ninguna referencia a esos US$ 8 millones ni a ninguna otra cifra que Bonafini tenga que entregar al Estado."
Falso,"Urtubey, sobre el aborto: “En 2012, Salta elaboró un protocolo como consecuencia del fallo de la Corte por la inexistencia de uno nacional”"
Falso,"La Provincia sancionó un protocolo tras el fallo de la Corte y antes que el Ministerio de Salud de la Nación, pero esa guía restringía el acceso a la interrupción del embarazo y no cumplía con los estándares establecidos por el máximo tribunal."
Falso,El Gobierno dejó sin hospedaje a familiares de pacientes del Garrahan
Falso,"El beneficio no se dejó de otorgar, sino que ahora lo cubre el Ministerio de Salud de la Nación y no el de Desarrollo Social. Hubo demoras en los pagos pero no se registró ningún caso de familiares sin alojamiento."
Falso,Desde la asunción de Cambiemos hay cinco mil PyMEs menos
Falso,"El indicador que mide la cantidad de bebés fallecidos cada mil nacidos disminuyó entre 2016 y 2017, durante la gestión de María Eugenia Vidal. Además, el último trienio es el más bajo de toda la serie."
Falso,María Eugenia Vidal fue agredida y después hospitalizada
Verdadero,"En Facebook se comparte una noticia falsa que señala que la gobernadora de la Provincia de Buenos Aires fue golpeada e insultada, y que posteriormente fue llevada de emergencia al hospital. La nota fue desmentida por fuentes oficiales y la imagen corresponde a una mujer mexicana."
Falso,"El 40% mencionado por el diputado nacional no sólo incluye las boletas de agua, gas y luz -como dio a entender-, sino también el alquiler, las expensas, los costos de comunicaciones y el transporte. Además, incluso considerando el alquiler, no se llega al 80 por ciento."
Falso,Le pagaron a alguien para hacerse pasar por el nieto de Estela de Carlotto
Falso,"Un sitio publicó una nota que afirma que el “nieto trucho” de la directora de Abuelas de Plaza de Mayo reveló cuánto cobró “por participar en el fraude”. Sin embargo, la nota no incluye una denuncia del implicado en este sentido ni menciona ninguna cifra."
Falso,"Macri, sobre el déficit fiscal: “[Es] algo que la Argentina no logra [equilibrar] hace más de 70 años”"
Falso,"Los datos oficiales de los últimos 60 años muestran que en la mayoría hubo déficits, aunque este indicador -ya sea con la vieja o con la nueva metodología- aumentó bajo la gestión de Cambiemos."
Verdadero,"El consumo del Área Metropolitana de Buenos Aires es superior al de la capital uruguaya. Sin embargo, el país vecino tiene una matriz energética muy distinta y parte de las necesidades de los hogares de cubren con otro tipo de energías y no con gas de red."
Falso,La represa Yacyretá haya sido destruida
Falso,"Se publicó una nota donde se pide evacuar la costa del río Paraná por el colapso de la central hidroeléctrica. Sin embargo, los especialistas, la empresa mixta a cargo de la represa y las características del sitio que la difundió permiten afirmar que se trata de una información falsa."
Falso,Suecia va a pagar un sueldo a las abuelas por cuidar a sus nietos
Falso,"Circula en las redes sociales una noticia sobre una subvención para las adultas mayores en dicho país. Sin embargo, no hay ningún proyecto de ese tipo y, además, la nota cita a un funcionario cuyo cargo no existe en el organigrama del Gobierno sueco."
Falso,"Lombardi, sobre el Mundial de Rusia 2018: “La gestión anterior había pagado US$19 millones. Nosotros pagamos US$3 millones por la misma cantidad de partidos [que en 2014]”"
Falso,"La gestión anterior pagó ese monto por el Mundial de Brasil, mientras que el acuerdo actual estipula un pago con recursos públicos por US$ 3 millones y al menos US$ 5 millones que el Estado cede en espacios publicitarios. Sin embargo, el contrato de 2014 incluyó los 64 partidos del certamen y el de 2018 sólo incluye 32."
Falso,"Dujovne, sobre tarifas: “El proyecto de la oposición genera un costo fiscal superior a los $100 mil millones por año”"
Falso,"Si bien la oposición realizó modificaciones que disminuyeron el impacto que tendría la ley, las estimaciones realizadas en base al texto inicial por fuentes oficiales y alternativas calculaban un costo de entre $80 mil y $100 mil millones al año."
Falso,"Buenos Aires tiene un mayor consumo que las ciudades mencionadas por el Presidente. Sin embargo, la matriz energética en estos países es muy distinta: parte de las necesidades de los hogares en Uruguay y Chile son cubiertas por otro tipo de energía y no por el gas de red."
Falso,Los datos muestran que al comparar ambos países y sus capitales lo que dijo la ministra es correcto. Un análisis del sitio de fact-checking de Uruguay.
Falso,"Si bien la Ciudad no impuso por sí misma ningún impuesto específico a las tarifas, existe una contribución originada por un acuerdo de la Nación con las prestadoras de electricidad que pagan los usuarios porteños y por la que el gobierno local prevé recaudar casi $1.000 millones."
Falso,"La tasa de investigaciones por homicidios dolosos cayó de 7,3 a 5,3 entre 2015 y 2017, es decir, un 27 por ciento. Si se mira la evolución en el tiempo, es el número más bajo desde 2009."
Verdadero,"La cifra surge de datos oficiales del Ministerio de Salud de la Nación. Esto representa un 30% del total de muertes de mujeres gestantes en este periodo, y en la mayoría de los años fue la principal causa individual de fallecimientos de embarazadas en el país."
Verdadero,"El cálculo de la intendenta de La Matanza no tiene en cuenta la inflación. Si se analiza la deuda como porcentaje de la recaudación o del tamaño de la economía provincial, como recomiendan los especialistas, en los últimos dos años la deuda creció, pero menos: entre un 20 y un 26 por ciento."
Falso,"Las exportaciones e importaciones entre la Argentina y España aumentaron un 15% en 2017 y alcanzaron el mayor monto desde 2013. Luego de caer todos los años desde 2011, en los últimos dos años, durante la gestión de Cambiemos, el intercambio comercial volvió a crecer."
Verdadero,"Los datos oficiales coinciden con la cifra mencionada por el ex funcionario y mejoraron respecto de algunos años del gobierno anterior. Además, a la mayoría de los detenidos en prisión preventiva no se los acusa por delitos de corrupción, como a Zannini, sino por violación a la ley de drogas."
Verdadero,"Efectivamente, el peso de la deuda sobre el PBI ubica a la Argentina en el puesto 91 sobre 186 países del mundo. Pero tanto la deuda total como con privados y organismos multilaterales creció en lo que va de la gestión de Cambiemos y se ubica en los niveles más altos desde 2009."
Verdadero,"Según los últimos datos de la OCDE, la Argentina es el segundo país con mayor presión tributaria de la región, sólo superado por Cuba. Desde la asunción de Cambiemos este indicador tuvo la caída más significativa de los últimos 20 años."
Verdadero,"Las compras desde el exterior de este combustible registraron un aumento, aunque las fuentes oficiales varían en su dimensión. Si se considera el gas, la principal fuente de energía del país, la importación en lo que va de la gestión de Cambiemos es menor al de la gestión de la ex presidenta."
Falso,"El valor en dólares de las importaciones de 2017 se encuentra por debajo de esos años, pero las cantidades importadas aumentaron. En este sentido, 2017 fue el año que más productos se importaron desde, por lo menos, 2004."
